BuildingType,PrimaryPropertyType,ZipCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions,ListOfAllPropertyUseTypes_list
NonResidential,Other,98105,NORTHEAST,1924,1,2,0,21600,"Other - Services, Retail Store",38,1623657,1623657,0,11,"['Other - Services', 'Retail Store']"
Nonresidential COS,Other,98105,NORTHEAST,1929,1,3,0,27908,Other,93,2028126,964426,1063700,63,['Other']
Campus,K-12 School,98112,CENTRAL,2000,1,2,0,30562,K-12 School,53,1622231,659450,962781,56,['K-12 School']
NonResidential,Retail Store,98104,DOWNTOWN,2000,1,3,0,54969,Retail Store,68,3724098,3434704,289394,39,['Retail Store']
NonResidential,K-12 School,98122,CENTRAL,1951,1,2,0,36825,"K-12 School, Office, Social/Meeting Hall, Worship Facility",27,1755073,911763,843310,51,"['K-12 School', 'Office', 'Social/Meeting Hall', 'Worship Facility']"
NonResidential,Small- and Mid-Sized Office,98122,EAST,1958,1,3,0,25834,Office,65,2076290,1219253,857036,54,['Office']
NonResidential,Worship Facility,98102,EAST,1929,1,1,0,37700,Worship Facility,67,3481728,751827,2729901,150,['Worship Facility']
SPS-District K-12,K-12 School,98112,EAST,1925,1,2,0,27273,K-12 School,46,1258619,436535,822084,47,['K-12 School']
NonResidential,Mixed Use Property,98122,CENTRAL,2004,1,6,0,97229,"Multifamily Housing, Parking, Retail Store",16,1021755,1021754,0,7,"['Multifamily Housing', 'Parking', 'Retail Store']"
NonResidential,Small- and Mid-Sized Office,98103,NORTHWEST,1982,1,3,0,25111,"Non-Refrigerated Warehouse, Office, Parking",43,954353,557279,397074,25,"['Non-Refrigerated Warehouse', 'Office', 'Parking']"
NonResidential,Worship Facility,98199,MAGNOLIA / QUEEN ANNE,1953,1,2,0,31805,Worship Facility,52,1641667,407379,1234288,68,['Worship Facility']
NonResidential,K-12 School,98199,MAGNOLIA / QUEEN ANNE,1953,1,1,0,20811,K-12 School,61,1267348,505796,761553,44,['K-12 School']
Nonresidential COS,Warehouse,98134,GREATER DUWAMISH,1967,1,2,0,22058,"Non-Refrigerated Warehouse, Office",100,1987335,847726,1139608,66,"['Non-Refrigerated Warehouse', 'Office']"
NonResidential,Refrigerated Warehouse,98108,GREATER DUWAMISH,1970,1,1,0,22890,"Office, Refrigerated Warehouse",216,10005787,8922015,1083771,120,"['Office', 'Refrigerated Warehouse']"
NonResidential,Other,98112,GREATER DUWAMISH,1907,1,5,0,36000,Other,31,1111294,346376,764918,43,['Other']
NonResidential,Distribution Center,98108,GREATER DUWAMISH,1971,1,1,0,28320,"Distribution Center, Parking",150,4236396,3403624,832772,68,"['Distribution Center', 'Parking']"
NonResidential,Worship Facility,98115,NORTHEAST,1955,1,1,0,29079,Worship Facility,30,861644,511118,350526,22,['Worship Facility']
NonResidential,Small- and Mid-Sized Office,98112,EAST,1982,1,3,9616,19232,"Office, Parking",38,726918,726917,0,5,"['Office', 'Parking']"
NonResidential,Small- and Mid-Sized Office,98107,BALLARD,1988,1,2,0,20535,"Distribution Center, Office",84,1835804,1274260,561544,39,"['Distribution Center', 'Office']"
NonResidential,Laboratory,98119,MAGNOLIA / QUEEN ANNE,1985,1,2,0,43025,"Laboratory, Other",218,9393108,5264469,4128638,256,"['Laboratory', 'Other']"
NonResidential,Warehouse,98108,GREATER DUWAMISH,1965,1,1,0,30800,Non-Refrigerated Warehouse,16,485971,485971,0,3,['Non-Refrigerated Warehouse']
NonResidential,Mixed Use Property,98104,EAST,1900,1,3,0,22168,"Multifamily Housing, Other - Entertainment/Public Assembly",80,1784385,982475,801910,49,"['Multifamily Housing', 'Other - Entertainment/Public Assembly']"
NonResidential,Warehouse,98134,GREATER DUWAMISH,1922,1,1,0,37400,"Distribution Center, Non-Refrigerated Warehouse, Supermarket/Grocery Store",25,924193,894740,29453,8,"['Distribution Center', 'Non-Refrigerated Warehouse', 'Supermarket/Grocery Store']"
NonResidential,Large Office,98104,DOWNTOWN,2000,1,11,0,268130,Office,56,15026352,14980783,45567,107,['Office']
NonResidential,Small- and Mid-Sized Office,98104,DOWNTOWN,2000,1,11,0,68452,"Bank Branch, Office",55,3782378,3782378,0,26,"['Bank Branch', 'Office']"
NonResidential,Large Office,98104,DOWNTOWN,2000,1,11,0,273185,Office,52,14709151,14709149,0,103,['Office']
NonResidential,K-12 School,98105,NORTHEAST,1924,1,3,0,97500,K-12 School,38,3736960,910698,2826262,156,['K-12 School']
NonResidential,Small- and Mid-Sized Office,98119,MAGNOLIA / QUEEN ANNE,1982,1,5,0,54015,Office,56,3020002,3020001,0,21,['Office']
NonResidential,Restaurant,98101,DOWNTOWN,1985,1,13,0,42000,"Office, Other, Other - Restaurant/Bar, Strip Mall",148,7798464,4351882,933062,274,"['Office', 'Other', 'Other - Restaurant/Bar', 'Strip Mall']"
NonResidential,Large Office,98121,DOWNTOWN,1982,1,24,0,119701,"Office, Retail Store",70,8382140,8382139,0,58,"['Office', 'Retail Store']"
Nonresidential COS,Other,98125,NORTH,1965,1,1,0,24697,"Library, Other - Services",65,1295686,859009,436677,29,"['Library', 'Other - Services']"
NonResidential,University,98144,CENTRAL,2013,2,1,0,57468,College/University,52,3543986,2133182,1410803,90,['College/University']
NonResidential,University,98122,EAST,2006,1,5,0,84000,College/University,144,12184124,4446528,7737596,442,['College/University']
NonResidential,Retail Store,98101,DOWNTOWN,1991,1,3,0,103000,Retail Store,51,5214622,4243144,971477,81,['Retail Store']
NonResidential,Supermarket / Grocery Store,98116,SOUTHWEST,2008,1,1,0,37864,Supermarket/Grocery Store,212,8025696,5407602,2618093,177,['Supermarket/Grocery Store']
NonResidential,Supermarket / Grocery Store,98122,EAST,1950,1,2,0,66497,Supermarket/Grocery Store,140,9290214,9133009,157203,72,['Supermarket/Grocery Store']
NonResidential,Retail Store,98109,MAGNOLIA / QUEEN ANNE,2006,1,4,0,34010,Retail Store,93,3560614,3560614,0,25,['Retail Store']
NonResidential,Supermarket / Grocery Store,98109,MAGNOLIA / QUEEN ANNE,2006,1,4,0,45980,Supermarket/Grocery Store,181,8305255,5369235,2936020,193,['Supermarket/Grocery Store']
NonResidential,Retail Store,98122,EAST,1996,1,3,0,45743,Retail Store,117,5313217,4307444,1005772,83,['Retail Store']
NonResidential,Other,98122,CENTRAL,1991,1,1,0,45000,"Fitness Center/Health Club/Gym, Swimming Pool",78,3505497,1051644,2453853,138,"['Fitness Center/Health Club/Gym', 'Swimming Pool']"
NonResidential,Other,98134,GREATER DUWAMISH,1999,1,6,0,333698,"Other - Entertainment/Public Assembly, Parking",41,13730204,9401937,4328267,295,"['Other - Entertainment/Public Assembly', 'Parking']"
NonResidential,Warehouse,98108,GREATER DUWAMISH,1904,1,4,0,72859,Non-Refrigerated Warehouse,21,1498458,1455485,42973,12,['Non-Refrigerated Warehouse']
SPS-District K-12,K-12 School,98118,SOUTHEAST,2009,1,2,0,138705,K-12 School,36,4959298,3004396,1954902,125,['K-12 School']
NonResidential,Mixed Use Property,98134,GREATER DUWAMISH,2004,1,3,0,21947,"Office, Other, Parking",58,1554599,969591,585008,38,"['Office', 'Other', 'Parking']"
NonResidential,Warehouse,98115,NORTHEAST,1940,1,0,0,384772,"Non-Refrigerated Warehouse, Office",37,15206762,9014872,6191888,392,"['Non-Refrigerated Warehouse', 'Office']"
NonResidential,Medical Office,98115,NORTHEAST,1960,1,0,0,30287,Medical Office,78,2193115,1815405,377710,33,['Medical Office']
NonResidential,Small- and Mid-Sized Office,98115,NORTHEAST,1960,1,0,0,21931,Office,124,3947209,1398591,2548619,145,['Office']
NonResidential,Small- and Mid-Sized Office,98104,DOWNTOWN,1985,1,6,0,73102,"Office, Parking",46,4307238,4307238,0,30,"['Office', 'Parking']"
NonResidential,Mixed Use Property,98102,EAST,1916,1,2,59401,81422,"Multifamily Housing, Parking, Personal Services (Health/Beauty, Dry Cleaning, etc), Retail Store, Supermarket/Grocery Store",20,2762846,2554939,207907,29,"['Multifamily Housing', 'Parking', 'Personal Services (Health/Beauty', 'Dry Cleaning', 'etc)', 'Retail Store', 'Supermarket/Grocery Store']"
Nonresidential COS,Mixed Use Property,98134,GREATER DUWAMISH,1966,5,1,0,87458,"Data Center, Distribution Center, Office, Other",97,8475238,3890327,4584911,271,"['Data Center', 'Distribution Center', 'Office', 'Other']"
NonResidential,Supermarket / Grocery Store,98115,NORTH,2011,1,1,0,51400,"Parking, Supermarket/Grocery Store",226,11702959,6889168,4813790,304,"['Parking', 'Supermarket/Grocery Store']"
NonResidential,Small- and Mid-Sized Office,98103,LAKE UNION,1993,1,1,0,26263,Office,62,1634669,1634669,0,11,['Office']
Nonresidential COS,Other,98122,CENTRAL,1968,1,1,0,21400,"Fitness Center/Health Club/Gym, Other - Recreation, Swimming Pool",249,5170810,2514599,2656210,159,"['Fitness Center/Health Club/Gym', 'Other - Recreation', 'Swimming Pool']"
NonResidential,Large Office,98134,GREATER DUWAMISH,2005,1,4,0,162157,"Office, Other - Services",252,40613740,35110865,5502867,537,"['Office', 'Other - Services']"
NonResidential,Supermarket / Grocery Store,98119,MAGNOLIA / QUEEN ANNE,2003,1,4,0,33997,"Parking, Supermarket/Grocery Store",263,8926736,8224625,702110,95,"['Parking', 'Supermarket/Grocery Store']"
NonResidential,Mixed Use Property,98104,DOWNTOWN,1902,1,6,0,74211,"Multifamily Housing, Office, Parking",22,1357120,1357120,0,9,"['Multifamily Housing', 'Office', 'Parking']"
NonResidential,Warehouse,98178,SOUTHEAST,1988,1,2,0,45700,Non-Refrigerated Warehouse,5,1544194,1441594,102600,16,['Non-Refrigerated Warehouse']
NonResidential,Other,98013,NORTHWEST,2012,1,2,0,53575,Urgent Care/Clinic/Other Outpatient,594,31803568,23173477,8630089,620,['Urgent Care/Clinic/Other Outpatient']
NonResidential,Large Office,98134,GREATER DUWAMISH,2012,1,6,0,157345,Office,74,11624548,11385578,238969,92,['Office']
NonResidential,Residence Hall,98195,NORTHEAST,2012,1,5,0,136758,Residence Hall/Dormitory,30,6275368,3420620,2854748,175,['Residence Hall/Dormitory']
NonResidential,Residence Hall,98195,NORTHEAST,2012,1,7,0,192259,"Residence Hall/Dormitory, Supermarket/Grocery Store",45,8767617,5931729,2835888,192,"['Residence Hall/Dormitory', 'Supermarket/Grocery Store']"
Nonresidential COS,Other,98108,GREATER DUWAMISH,2012,2,2,0,137138,Other - Utility,40,5475367,5475366,0,38,['Other - Utility']
NonResidential,Other,98101,EAST,2012,1,7,0,267470,"Hospital (General Medical & Surgical), Other",159,42584028,23795911,0,1598,"['Hospital (General Medical & Surgical)', 'Other']"
NonResidential,Hospital,98145,NORTHEAST,2013,1,8,0,330000,Hospital (General Medical & Surgical),239,57764408,27703081,30061325,1790,['Hospital (General Medical & Surgical)']
NonResidential,Retail Store,98109,MAGNOLIA / QUEEN ANNE,1918,1,3,0,43832,"Hotel, Parking, Retail Store",92,3886545,1343774,2542771,144,"['Hotel', 'Parking', 'Retail Store']"
NonResidential,Other,98116,SOUTHWEST,1987,1,6,0,146363,Strip Mall,80,11730555,6438541,5292013,326,['Strip Mall']
NonResidential,Supermarket / Grocery Store,98116,SOUTHWEST,2011,1,1,0,67263,Supermarket/Grocery Store,218,14697487,9272449,5425036,353,['Supermarket/Grocery Store']
NonResidential,Large Office,98121,DOWNTOWN,1988,1,13,149326,204760,"Data Center, Multifamily Housing, Office, Other, Parking",57,13458948,12288296,1170651,148,"['Data Center', 'Multifamily Housing', 'Office', 'Other', 'Parking']"
NonResidential,Worship Facility,98105,NORTHEAST,2008,1,2,0,70292,Worship Facility,28,1933812,977731,956080,58,['Worship Facility']
NonResidential,Other,98121,DOWNTOWN,1975,1,7,35120,55559,"Data Center, Parking",695,41680640,41680634,0,291,"['Data Center', 'Parking']"
NonResidential,Laboratory,98109,LAKE UNION,2013,1,8,114010,225581,"Convenience Store without Gas Station, Laboratory, Parking",241,41696464,24410204,17286256,1088,"['Convenience Store without Gas Station', 'Laboratory', 'Parking']"
NonResidential,K-12 School,98122,EAST,2014,1,2,0,35780,K-12 School,77,2912264,2234214,678050,52,['K-12 School']
NonResidential,Large Office,98119,MAGNOLIA / QUEEN ANNE,2013,1,3,28217,76844,"Office, Parking",16,1363192,1363192,0,10,"['Office', 'Parking']"
NonResidential,Small- and Mid-Sized Office,98144,DOWNTOWN,2013,1,3,14989,47673,Office,53,2502131,2444599,57532,20,['Office']
NonResidential,Hotel,98107,BALLARD,2013,1,4,22948,39433,"Hotel, Parking, Swimming Pool",58,3497216,3497215,0,24,"['Hotel', 'Parking', 'Swimming Pool']"
NonResidential,Senior Care Community,98112,CENTRAL,2013,1,6,0,79805,"Parking, Senior Care Community",94,7531325,4663661,2867663,185,"['Parking', 'Senior Care Community']"
NonResidential,K-12 School,98125,NORTHWEST,2014,1,2,0,48925,K-12 School,26,1662054,1384383,246907,23,['K-12 School']
Nonresidential COS,Other,98109,MAGNOLIA / QUEEN ANNE,1962,1,1,0,29000,Other,83,2429214,1604709,824505,55,['Other']
NonResidential,Other,98105,NORTHEAST,2013,1,6,239252,65773,"Lifestyle Center, Medical Office",77,25959642,12331431,13628209,810,"['Lifestyle Center', 'Medical Office']"
NonResidential,Large Office,98134,GREATER DUWAMISH,2014,1,7,146687,187027,"Office, Parking",24,4581493,4359095,222397,42,"['Office', 'Parking']"
NonResidential,Other,98134,GREATER DUWAMISH,2014,1,2,0,56988,"Automobile Dealership, Parking",22,544172,276732,267440,16,"['Automobile Dealership', 'Parking']"
Campus,University,98108,GREATER DUWAMISH,2007,4,2,0,149856,College/University,42,6335316,4967236,1368079,107,['College/University']
NonResidential,Other,98146,DELRIDGE,2010,1,2,0,44162,"Parking, Pre-school/Daycare",35,1546485,953635,592850,38,"['Parking', 'Pre-school/Daycare']"
Nonresidential COS,Other,98118,SOUTHEAST,2013,1,1,0,53775,"Fitness Center/Health Club/Gym, Office, Other - Education, Other - Recreation, Other - Technology/Science, Pre-school/Daycare, Swimming Pool",225,12095818,4007401,8088416,458,"['Fitness Center/Health Club/Gym', 'Office', 'Other - Education', 'Other - Recreation', 'Other - Technology/Science', 'Pre-school/Daycare', 'Swimming Pool']"
NonResidential,Small- and Mid-Sized Office,98122,EAST,1912,1,2,0,64820,"Movie Theater, Office, Vocational School",38,2274297,1980767,293529,29,"['Movie Theater', 'Office', 'Vocational School']"
NonResidential,University,98122,EAST,1993,1,2,0,99765,College/University,32,3185005,2055974,1129031,74,['College/University']
NonResidential,University,98122,EAST,1925,1,3,0,428347,College/University,78,37022180,21930618,1535341,1281,['College/University']
NonResidential,Senior Care Community,98101,DOWNTOWN,1989,1,3,156000,41395,"Office, Other - Public Services, Personal Services (Health/Beauty, Dry Cleaning, etc), Senior Care Community",63,2737534,1888063,849471,58,"['Office', 'Other - Public Services', 'Personal Services (Health/Beauty', 'Dry Cleaning', 'etc)', 'Senior Care Community']"
NonResidential,Supermarket / Grocery Store,98107,BALLARD,2010,1,8,0,41198,Supermarket/Grocery Store,189,7768058,7151865,616192,83,['Supermarket/Grocery Store']
Nonresidential COS,Other,98124,GREATER DUWAMISH,2014,1,1,0,20993,"Repair Services (Vehicle, Shoe, Locksmith, etc)",44,923813,795829,98912,11,"['Repair Services (Vehicle', 'Shoe', 'Locksmith', 'etc)']"
NonResidential,Other,98108,SOUTHEAST,2009,1,0,0,40265,Pre-school/Daycare,54,2159170,1371703,787467,51,['Pre-school/Daycare']
NonResidential,University,98195,NORTHEAST,1969,1,4,0,58779,College/University,85,5000717,3719217,0,26,['College/University']
NonResidential,Residence Hall,98105,NORTHEAST,2011,1,0,0,176225,"Parking, Residence Hall/Dormitory",28,4926695,3424588,1502107,104,"['Parking', 'Residence Hall/Dormitory']"
NonResidential,University,98195,NORTHEAST,1998,1,6,0,203030,College/University,252,51168308,28614613,0,199,['College/University']
NonResidential,Residence Hall,98195,NORTHEAST,1953,1,0,0,166991,Residence Hall/Dormitory,96,15965859,8902529,7063329,437,['Residence Hall/Dormitory']
NonResidential,Residence Hall,98195,NORTHEAST,1970,1,0,0,89392,Residence Hall/Dormitory,78,6960904,6960904,0,49,['Residence Hall/Dormitory']
NonResidential,Residence Hall,98195,NORTHEAST,2011,1,0,0,97040,Residence Hall/Dormitory,40,3894142,3129824,764318,62,['Residence Hall/Dormitory']
NonResidential,Large Office,98109,LAKE UNION,2014,1,6,0,427181,"Office, Parking",38,16371039,14213039,2157998,214,"['Office', 'Parking']"
NonResidential,Self-Storage Facility,98144,SOUTHEAST,2014,1,4,14004,87576,Self-Storage Facility,11,940845,868162,72683,10,['Self-Storage Facility']
NonResidential,Other,98105,NORTHEAST,2014,1,3,0,33648,"Automobile Dealership, Parking",36,1399582,1399582,0,10,"['Automobile Dealership', 'Parking']"
NonResidential,Small- and Mid-Sized Office,98122,EAST,2015,1,5,0,37873,"Multifamily Housing, Office, Parking, Restaurant, Retail Store",62,2346692,1292155,1054537,65,"['Multifamily Housing', 'Office', 'Parking', 'Restaurant', 'Retail Store']"
NonResidential,Hotel,98101,DOWNTOWN,2015,1,14,0,144614,Hotel,35,5525072,5269208,255864,50,['Hotel']
NonResidential,Large Office,98109,LAKE UNION,2014,1,12,163260,317442,"Office, Parking",37,12720069,11452968,1267099,147,"['Office', 'Parking']"
NonResidential,Mixed Use Property,98199,MAGNOLIA / QUEEN ANNE,2014,1,2,0,25532,"Office, Repair Services (Vehicle, Shoe, Locksmith, etc)",27,627854,627854,0,4,"['Office', 'Repair Services (Vehicle', 'Shoe', 'Locksmith', 'etc)']"
NonResidential,Other,98134,GREATER DUWAMISH,2015,1,2,0,108036,"Automobile Dealership, Parking",46,4991894,3752536,1239357,92,"['Automobile Dealership', 'Parking']"
NonResidential,Large Office,98109,LAKE UNION,2015,1,12,166208,317189,"Office, Parking",41,13998638,11733018,2265619,202,"['Office', 'Parking']"
Nonresidential COS,Large Office,98109,LAKE UNION,2014,1,13,197659,339038,"Office, Parking, Retail Store",38,13239050,9925769,3313279,245,"['Office', 'Parking', 'Retail Store']"
NonResidential,Hotel,98103,LAKE UNION,2014,1,4,41539,85284,"Hotel, Parking, Swimming Pool",68,6042400,4115620,1926779,131,"['Hotel', 'Parking', 'Swimming Pool']"
NonResidential,Warehouse,98108,GREATER DUWAMISH,1955,1,1,4222,47863,Non-Refrigerated Warehouse,69,3605856,732803,2873052,158,['Non-Refrigerated Warehouse']
NonResidential,Small- and Mid-Sized Office,98108,GREATER DUWAMISH,1929,1,2,0,24990,Office,177,4420650,2167029,2253621,135,['Office']
NonResidential,Other,98155,NORTHEAST,2013,1,1,0,72000,Other - Recreation,41,2925780,1901620,1024160,68,['Other - Recreation']
NonResidential,K-12 School,98144,GREATER DUWAMISH,2015,1,3,0,45000,"K-12 School, Parking",29,1325973,1325973,0,9,"['K-12 School', 'Parking']"
NonResidential,Mixed Use Property,98109,LAKE UNION,2015,1,6,85028,260262,"Data Center, Laboratory, Museum, Office, Other, Parking",144,39364116,23636804,15727308,1000,"['Data Center', 'Laboratory', 'Museum', 'Office', 'Other', 'Parking']"
Nonresidential WA,University,98195,NORTHEAST,1962,1,1,0,68072,College/University,46,3180819,3180819,0,22,['College/University']
Nonresidential COS,Mixed Use Property,0,NORTH,2005,1,1,0,20616,"Fitness Center/Health Club/Gym, Office, Other - Recreation, Pre-school/Daycare, Social/Meeting Hall",31,636966,636965,0,4,"['Fitness Center/Health Club/Gym', 'Office', 'Other - Recreation', 'Pre-school/Daycare', 'Social/Meeting Hall']"
Nonresidential COS,Other,0,CENTRAL,2013,1,1,0,11685,Prison/Incarceration,73,851054,347289,503765,29,['Prison/Incarceration']
Nonresidential COS,Other,0,BALLARD,2010,1,1,0,11968,Prison/Incarceration,66,783423,403243,380180,23,['Prison/Incarceration']
Nonresidential COS,Other,0,NORTH,1949,1,1,0,11285,Prison/Incarceration,57,645665,431795,213870,14,['Prison/Incarceration']
Nonresidential COS,Other,0,BALLARD,1911,1,1,0,16795,"Fitness Center/Health Club/Gym, Food Service, Office, Other - Recreation, Pre-school/Daycare",56,936616,542134,394482,25,"['Fitness Center/Health Club/Gym', 'Food Service', 'Office', 'Other - Recreation', 'Pre-school/Daycare']"
